temperature,humidity,wind_speed,condition
6.217808319315374,18.513292883861965,13.085284186795299,normal
46.55000144869413,54.190094737835814,12.348939953599992,heat_wave
31.23957592679836,87.29458358764083,45.312729026051834,normal
21.90609389379256,73.22248864095612,12.477309992475305,normal
-9.078695169029444,80.65611478614497,13.59748630643155,cold_wave
-9.080383576465815,65.87833667107174,37.969913120898184,cold_wave
-15.934147148226039,69.22765645178525,22.486992122527,cold_wave
40.63233020424546,84.91956515653193,38.83552784775906,heat_wave
22.078050822024615,24.966800885918595,3.268307878219262,normal
29.565080445723183,48.942496364314046,24.378559683669216,normal
-18.559085399293828,22.120944181960223,1.6806800091641316,cold_wave
47.8936896513396,98.7668007996647,3.132660172767726,heat_wave
38.27098485602952,94.40593396866133,45.321872667220546,heat_wave
-5.13626225252067,3.94268113685059,6.962268555879758,cold_wave
-7.272252295502957,70.55751725156884,26.621034113760857,cold_wave
-7.161684310259632,92.52483174156659,20.554780130035326,cold_wave
1.2969570071676415,18.057534512733355,17.367166312942135,cold_wave
16.732950214256647,56.79452305526295,44.99166728436362,normal
10.236151304948102,91.54882975880419,1.091169838774475,normal
0.38603981386293285,3.394597858579884,33.189484308779456,cold_wave
22.829702630566565,69.742026724684,48.16972171067752,normal
-10.235429754357071,29.734900737255078,28.008409173092097,cold_wave
0.45012539746527125,92.43961953765304,46.84112310165459,cold_wave
5.645329030558418,97.10582451653677,2.6128939643011884,normal
11.924898895192516,94.42664891134339,20.93966595370807,normal
34.96231729751095,47.42142166574638,13.007889548102558,normal
-6.022835248914818,86.20426509893134,36.54104824903649,cold_wave
15.996410688952814,84.45493985350704,49.064854524862334,normal
21.46901982034297,31.910047324325564,12.82650312221239,normal
-16.74847110960016,82.89154741506773,32.70873007370373,cold_wave
22.528139633100686,3.700763471549262,9.904881637987007,normal
-8.063311341889593,59.6269878482053,28.266512728580494,cold_wave
-15.446388491030433,23.000883728770305,23.19662433441681,cold_wave
46.42198760773333,12.056688577727881,48.60026648157685,heat_wave
47.59424231521916,7.695320162920916,30.42636363482333,heat_wave
